id,name,schema,object_type,source_project,medallion_layer,classification,overall_score,sql_dialect,procedural_logic,ssis_control_flow,ssis_data_flow,dependency_criticality,ordering_constraints,data_type_risk,performance_risk,security_risk,operational_scheduling,testing_complexity,rollback_complexity,direct_dependents,transitive_dependents,top_risk_factors,recommended_test_depth
SSIS:DailyETLMain:Calculate ETL Cutoff Time backup,Calculate ETL Cutoff Time backup,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.5,0,0,3,0,0,2,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Application.Configuration_ApplyAuditing,Configuration_ApplyAuditing,Application,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,3,1,0,0,0,0,1,0,0,0,0,0,0,0,APPLY(+3); RAISERROR(+1); nvarchar\(max\)(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.Configuration_RemoveColumnstoreIndexing,Configuration_RemoveColumnstoreIndexing,Application,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,1,0,0,1,0,1,0,2,0,0,0,1,1,RAISERROR(+1); fan_in=1(low); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.PaymentMethods_Archive,PaymentMethods_Archive,Application,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,1,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.People_Archive,People_Archive,Application,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,1,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.TransactionTypes_Archive,TransactionTypes_Archive,Application,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,1,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetBogativePostalCode,GetBogativePostalCode,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,5,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetRandomBuyingGroup,GetRandomBuyingGroup,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,6,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetRandomBuyingGroupNotInUse,GetRandomBuyingGroupNotInUse,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,3,0,0,1,0,0,0,0,0,1,0,1,5,WHILE(+3); fan_in=1(low); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.GetRandomCity,GetRandomCity,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,3,0,0,1,0,0,0,0,0,1,0,1,6,WHILE(+3); fan_in=1(low); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.GetRandomSalesPersonID,GetRandomSalesPersonID,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,5,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetRandomSecondaryAddress,GetRandomSecondaryAddress,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,3,0,0,1,0,0,0,0,0,1,0,1,5,WHILE(+3); fan_in=1(low); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.GetRandomStreet,GetRandomStreet,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,3,0,0,1,0,0,0,0,0,1,0,1,5,WHILE(+3); fan_in=1(low); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.GetRandomStreetName,GetRandomStreetName,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,3,0,0,1,0,0,0,0,0,1,0,1,6,WHILE(+3); fan_in=1(low); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:DataLoadSimulation.GetRandomStreetSuffix,GetRandomStreetSuffix,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,3,0,0,1,0,0,0,0,0,1,0,1,6,WHILE(+3); fan_in=1(low); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Purchasing.PurchaseOrderLines,PurchaseOrderLines,Purchasing,TABLE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,0,0,0,4,0,0,0,0,0,1,0,5,8,fan_in=5(high); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Purchasing.PurchaseOrders,PurchaseOrders,Purchasing,TABLE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,0,0,0,4,0,0,0,0,0,1,0,5,9,fan_in=5(high); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Purchasing.SupplierCategories_Archive,SupplierCategories_Archive,Purchasing,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,1,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Sales.BuyingGroups_Archive,BuyingGroups_Archive,Sales,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,1,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Sales.CustomerCategories_Archive,CustomerCategories_Archive,Sales,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,1,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Warehouse.StockItemStockGroups,StockItemStockGroups,Warehouse,TABLE,OLTP,BRONZE,REWRITE_REQUIRED,0.42,0,0,0,0,4,0,0,0,0,0,1,0,4,14,fan_in=4(high); derived_avg=0.7,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Warehouse.StockItems_Archive,StockItems_Archive,Warehouse,TABLE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,0,0,1,0,0,0,0,0,1,3,1,1,fan_in=1(low); derived_avg=0.7; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Application.Configuration_ApplyPolybase,Configuration_ApplyPolybase,Application,PROCEDURE,DW,SILVER,PARTIAL_AUTOMATION,0.42,3,1,0,0,0,0,1,0,0,0,0,0,0,0,APPLY(+3); RAISERROR(+1); nvarchar\(max\)(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
DW:Fact.Movement,Movement,Fact,TABLE,DW,GOLD,MANUAL_REDESIGN,0.42,1,0,0,0,0,0,0,4,0,0,0,0,0,0,IDENTITY\s*\((+1); COLUMNSTORE(+2); PARTITIONED(+2); derived_avg=0.0,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
DW:Fact.Transaction,Transaction,Fact,TABLE,DW,GOLD,MANUAL_REDESIGN,0.42,1,0,0,0,0,0,0,4,0,0,0,0,0,0,IDENTITY\s*\((+1); COLUMNSTORE(+2); PARTITIONED(+2); derived_avg=0.0,"Full parallel-run validation across at least one complete ETL cycle, manual functional sign-off, extended UAT, rollback rehearsal (Tier 4)"
SSIS:DailyETLMain,DailyETLMain,ETL,SSIS_PACKAGE,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,2,0,0,0,0,0,0,3,0,0,0,0,package_level_orchestration(+1); sql_agent_job_to_databricks_workflow(+3); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load City Dimension,Load City Dimension,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Last City ETL Cutoff Time,Get Last City ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,1,0,1,2,0,0,0,1,0,0,1,15,fan_in=1(low); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Customer Dimension,Load Customer Dimension,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Last Customer ETL Cutoff Time,Get Last Customer ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,1,0,1,2,0,0,0,1,0,0,1,15,fan_in=1(low); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Employee Dimension,Load Employee Dimension,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Last Employee ETL Cutoff Time,Get Last Employee ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,1,0,1,2,0,0,0,1,0,0,1,15,fan_in=1(low); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Movement Fact,Load Movement Fact,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); depends_on_dimension_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Order Fact,Load Order Fact,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); depends_on_dimension_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Payment Method Dimension,Load Payment Method Dimension,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Last Payment Method ETL Cutoff Time,Get Last Payment Method ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,1,0,1,2,0,0,0,1,0,0,1,15,fan_in=1(low); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Purchase Fact,Load Purchase Fact,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); depends_on_dimension_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Sale Fact,Load Sale Fact,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); depends_on_dimension_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Stock Holding Fact,Load Stock Holding Fact,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); depends_on_dimension_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Stock Item Dimension,Load Stock Item Dimension,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Last Stock Item ETL Cutoff Time,Get Last Stock Item ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,1,0,1,2,0,0,0,1,0,0,1,15,fan_in=1(low); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Supplier Dimension,Load Supplier Dimension,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Last Supplier ETL Cutoff Time,Get Last Supplier ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,1,0,1,2,0,0,0,1,0,0,1,15,fan_in=1(low); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Transaction Fact,Load Transaction Fact,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); depends_on_dimension_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Load Transaction Type Dimension,Load Transaction Type Dimension,Integration,SSIS_SEQUENCE_CONTAINER,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,3,0,0,1,0,0,0,1,0,0,0,0,precedence_constraints=5(+2); must_precede_fact_load(+1); task_becomes_workflow_task(+1); derived_avg=0.5,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Get Last Transaction Type ETL Cutoff Time,Get Last Transaction Type ETL Cutoff Time,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.42,0,0,1,0,1,2,0,0,0,1,0,0,1,15,fan_in=1(low); watermark_dependent_run_order(+2); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.AddRoleMemberIfNonexistent,AddRoleMemberIfNonexistent,Application,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.33,0,1,0,0,0,0,1,0,2,0,0,0,0,0,RAISERROR(+1); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Application.Configuration_ApplyPartitioning,Configuration_ApplyPartitioning,Application,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,0,0,1,0,1,0,2,0,0,0,1,1,fan_in=1(low); nvarchar\(max\)(+1); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.GetRandomDeliveryMethod,GetRandomDeliveryMethod,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.33,1,0,0,0,0,0,0,0,0,0,0,3,0,0,TOP\s*\((+1); derived_avg=0.5; scd2_history_state(+3),Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:DataLoadSimulation.ProcessCustomerPayments,ProcessCustomerPayments,DataLoadSimulation,PROCEDURE,OLTP,BRONZE,PARTIAL_AUTOMATION,0.33,1,0,0,0,1,0,0,0,2,0,0,0,1,4,TOP\s*\((+1); fan_in=1(low); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Website.InvoiceCustomerOrders,InvoiceCustomerOrders,Website,PROCEDURE,OLTP,SILVER,PARTIAL_AUTOMATION,0.33,0,1,0,0,0,1,0,0,2,0,0,0,0,0,RAISERROR(+1); fan_out=12(broad_upstream_reads); EXECUTE\s+AS\s+OWNER(+2); derived_avg=0.2,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
OLTP:Website.SearchForPeople,SearchForPeople,Website,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,FOR\s+XML(+3); TOP\s*\((+1); derived_avg=0.0,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
OLTP:Website.SearchForSuppliers,SearchForSuppliers,Website,PROCEDURE,OLTP,SILVER,REWRITE_REQUIRED,0.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,FOR\s+XML(+3); TOP\s*\((+1); derived_avg=0.0,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged City Data,Migrate Staged City Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,17,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to City,Set TableName to City,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Customer Data,Migrate Staged Customer Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,17,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Customer,Set TableName to Customer,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Employee Data,Migrate Staged Employee Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,17,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Employee,Set TableName to Employee,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Movement Data,Migrate Staged Movement Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,22,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Movement,Set TableName to Movement,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Order Data,Migrate Staged Order Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,22,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Order,Set TableName to Order,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Payment Method Data,Migrate Staged Payment Method Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,17,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Payment Method,Set TableName to Payment Method,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
SSIS:DailyETLMain:Migrate Staged Purchase Data,Migrate Staged Purchase Data,Integration,SSIS_EXECUTE_SQL,SSIS,BRONZE,PARTIAL_AUTOMATION,0.33,0,0,1,0,1,1,0,0,0,1,0,0,1,22,fan_in=1(low); staging_must_complete_before_migrate(+1); task_becomes_workflow_task(+1); derived_avg=0.3,Row-level reconciliation (statistically sampled) + business-rule unit tests for the automated portion + manual review of generated code (Tier 2)
SSIS:DailyETLMain:Set TableName to Purchase,Set TableName to Purchase,Integration,SSIS_EXPRESSION,SSIS,BRONZE,REWRITE_REQUIRED,0.33,0,0,3,0,0,0,0,0,0,1,0,0,0,0,SSIS_expression_requires_manual_translation(+2); task_becomes_workflow_task(+1); derived_avg=0.5,"Full regression suite: unit tests per logic branch/condition, golden-record reconciliation against source, edge-case/boundary tests, side-by-side parallel run (Tier 3)"
